"COU","Country","VAR","Variable","SOU","Source","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LIE","Liechtenstein","CLENGTH","Length of power purchase agreement","MARINE","Marine","2011","2011","YR","Years","0","Units",,,0,,
"LIE","Liechtenstein","CLENGTH","Length of power purchase agreement","MARINE","Marine","2012","2012","YR","Years","0","Units",,,0,,
"LIE","Liechtenstein","CLENGTH","Length of power purchase agreement","MARINE","Marine","2013","2013","YR","Years","0","Units",,,0,,
"LIE","Liechtenstein","CLENGTH","Length of power purchase agreement","MARINE","Marine","2014","2014","YR","Years","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2000","2000","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2001","2001","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2002","2002","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2003","2003","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2004","2004","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2005","2005","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2006","2006","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2007","2007","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2008","2008","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2009","2009","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2010","2010","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2011","2011","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2012","2012","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2013","2013","USD","US Dollar","0","Units",,,0,,
"MYS","Malaysia","FIT_USD","Mean feed-in tariff","MARINE","Marine","2014","2014","USD","US Dollar","0","Units",,,0,,
"DZA","Algeria","CLENGTH","Length of power purchase agreement","WIND","Wind","2000","2000","YR","Years","0","Units",,,0,,
"DZA","Algeria","CLENGTH","Length of power purchase agreement","WIND","Wind","2001","2001","YR","Years","0","Units",,,0,,
"DZA","Algeria","CLENGTH","Length of power purchase agreement","WIND","Wind","2002","2002","YR","Years","0","Units",,,0,,
"DZA","Algeria","CLENGTH","Length of power purchase agreement","WIND","Wind","2003","2003","YR","Years","0","Units",,,0,,
"ALB","Albania","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2012","2012","YR","Years","0","Units",,,0,,
"ALB","Albania","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2013","2013","YR","Years","0","Units",,,0,,
"ALB","Albania","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2014","2014","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2000","2000","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2001","2001","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2002","2002","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2003","2003","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2004","2004","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2005","2005","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2006","2006","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2007","2007","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2008","2008","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2009","2009","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2010","2010","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2011","2011","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2012","2012","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2013","2013","YR","Years","0","Units",,,0,,
"MNG","Mongolia","CLENGTH","Length of power purchase agreement","MARINE","Marine","2014","2014","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2000","2000","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2001","2001","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2002","2002","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2003","2003","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2004","2004","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2005","2005","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2006","2006","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2007","2007","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2008","2008","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2009","2009","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2010","2010","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2011","2011","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2012","2012","YR","Years","0","Units",,,0,,
"MYS","Malaysia","CLENGTH","Length of power purchase agreement","GEOTH","Geothermal","2013","2013","YR","Years","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2000","2000","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2001","2001","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2002","2002","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2003","2003","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2004","2004","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2005","2005","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2006","2006","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2007","2007","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2008","2008","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2009","2009","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2010","2010","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2011","2011","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2012","2012","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2013","2013","USD","US Dollar","0","Units",,,0,,
"MUS","Mauritius","FIT_USD","Mean feed-in tariff","SHYDRO","Small Hydro","2014","2014","USD","US Dollar","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2000","2000","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2001","2001","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2002","2002","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2003","2003","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2004","2004","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2005","2005","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2006","2006","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2007","2007","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2008","2008","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2009","2009","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2010","2010","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2011","2011","YR","Years","0","Units",,,0,,
"GHA","Ghana","CLENGTH","Length of power purchase agreement","WIND","Wind","2012","2012","YR","Years","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2000","2000","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2001","2001","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2002","2002","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2003","2003","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2004","2004","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2005","2005","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2006","2006","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2007","2007","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2008","2008","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2009","2009","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2010","2010","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2011","2011","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2012","2012","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2013","2013","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","FIT_USD","Mean feed-in tariff","WIND","Wind","2014","2014","USD","US Dollar","0","Units",,,0,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2000","2000","USD","US Dollar","0","Units",,,0,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2001","2001","USD","US Dollar","0","Units",,,0,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2002","2002","USD","US Dollar","0","Units",,,0,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2003","2003","USD","US Dollar","0","Units",,,0,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2004","2004","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2005","2005","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2006","2006","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2007","2007","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2008","2008","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2009","2009","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2010","2010","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2011","2011","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2012","2012","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2013","2013","USD","US Dollar","0","Units",,,0.0599999986589,,
"DZA","Algeria","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2014","2014","USD","US Dollar","0","Units",,,0.20280000567436,,
"ALB","Albania","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2012","2012","USD","US Dollar","0","Units",,,0,,
"ALB","Albania","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2013","2013","USD","US Dollar","0","Units",,,0,,
"ALB","Albania","FIT_USD","Mean feed-in tariff","BIOMASS","Biomass","2014","2014","USD","US Dollar","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2000","2000","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2001","2001","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2002","2002","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2003","2003","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2004","2004","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2005","2005","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2006","2006","YR","Years","0","Units",,,0,,
"IRN","Iran","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2007","2007","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2000","2000","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2001","2001","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2002","2002","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2003","2003","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2004","2004","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2005","2005","YR","Years","0","Units",,,0,,
"DOM","Dominican Republic","CLENGTH","Length of power purchase agreement","WASTE","Waste","2006","2006","YR","Years","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2000","2000","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2001","2001","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2002","2002","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2003","2003","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2004","2004","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2005","2005","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2006","2006","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2007","2007","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2008","2008","USD","US Dollar","0","Units",,,0,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2009","2009","USD","US Dollar","0","Units",,,0.0785000026226,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2010","2010","USD","US Dollar","0","Units",,,0.08590000122786,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2011","2011","USD","US Dollar","0","Units",,,0.09319999814034,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2012","2012","USD","US Dollar","0","Units",,,0.0865999981761,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2013","2013","USD","US Dollar","0","Units",,,0.07999999821186,,
"ARM","Armenia","FIT_USD","Mean feed-in tariff","WIND","Wind","2014","2014","USD","US Dollar","0","Units",,,0.07400000095367,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2000","2000","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2001","2001","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2002","2002","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2003","2003","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2004","2004","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2005","2005","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2006","2006","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2007","2007","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2008","2008","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2009","2009","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2010","2010","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2011","2011","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2012","2012","USD","US Dollar","0","Units",,,0,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2013","2013","USD","US Dollar","0","Units",,,0.35040000081062,,
"KAZ","Kazakhstan","FIT_USD","Mean feed-in tariff","SOLAR","Solar PV","2014","2014","USD","US Dollar","0","Units",,,0.29739999771118,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2000","2000","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2001","2001","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2002","2002","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2003","2003","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2004","2004","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2005","2005","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2006","2006","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2007","2007","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2008","2008","YR","Years","0","Units",,,0,,
"KEN","Kenya","CLENGTH","Length of power purchase agreement","WASTE","Waste","2009","2009","YR","Years","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2000","2000","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2001","2001","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2002","2002","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2003","2003","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2004","2004","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2005","2005","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2006","2006","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2007","2007","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2008","2008","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2009","2009","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2010","2010","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2011","2011","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2012","2012","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2013","2013","USD","US Dollar","0","Units",,,0,,
"EGY","Egypt","FIT_USD","Mean feed-in tariff","MARINE","Marine","2014","2014","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2000","2000","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2001","2001","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2002","2002","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2003","2003","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2004","2004","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2005","2005","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2006","2006","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2007","2007","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2008","2008","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2009","2009","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2010","2010","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2011","2011","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2012","2012","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2013","2013","USD","US Dollar","0","Units",,,0,,
"KEN","Kenya","FIT_USD","Mean feed-in tariff","MARINE","Marine","2014","2014","USD","US Dollar","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2000","2000","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2001","2001","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2002","2002","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2003","2003","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2004","2004","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2005","2005","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2006","2006","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2007","2007","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2008","2008","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2009","2009","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2010","2010","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2011","2011","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2012","2012","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2013","2013","YR","Years","0","Units",,,0,,
"MDA","Moldova","CLENGTH","Length of power purchase agreement","SHYDRO","Small Hydro","2014","2014","YR","Years","0","Units",,,0,,
